RespID,CostL,CostR,TimeL,TimeR,Chosen,Mode,Purpose,Gender,AgeClass,IncClass
38908,18,20,13,10,2,1,1,1,2,6
38908,20,21,11,10,2,1,1,1,2,6
38908,12,20,12,10,1,1,1,1,2,6
38915,9,11,10,7,1,1,1,2,3,3
38915,13,11,11,12,2,1,1,2,3,3
38915,5,11,12,10,1,1,1,2,3,3
38915,11,18,12,10,1,1,1,2,3,3
38915,11,10,12,13,2,1,1,2,3,3
38915,5,11,12,10,1,1,1,2,3,3
38915,12,11,12,14,2,1,1,2,3,3
38915,11,15,16,12,1,1,1,2,3,3
38915,5,11,15,12,1,1,1,2,3,3
38918,16,17,12,10,1,1,2,2,2,5
38918,16,19,10,8,1,1,2,2,2,5
38918,16,15,10,12,2,1,2,2,2,5
38918,11,16,10,9,1,1,2,2,2,5
38918,14,16,9,7,1,1,2,2,2,5
38918,16,8,7,10,2,1,2,2,2,5
38918,16,22,10,9,1,1,2,2,2,5
38918,16,32,13,10,1,1,2,2,2,5
38918,16,14,10,12,2,1,2,2,2,5
38920,238,228,60,69,2,1,2,1,4,6
38920,228,147,60,73,2,1,2,1,4,6
38920,225,228,60,52,1,1,2,1,4,6
38920,228,249,87,69,1,1,2,1,4,6
38920,218,228,71,60,1,1,2,1,4,6
38920,228,297,78,60,1,1,2,1,4,6
38920,228,165,51,60,2,1,2,1,4,6
38920,239,228,42,60,2,1,2,1,4,6
38920,228,283,60,46,1,1,2,1,4,6
38927,16,15,9,12,2,1,1,1,3,5
38927,18,16,12,14,2,1,1,1,3,5
38927,32,16,9,12,2,1,1,1,3,5
38927,21,16,12,15,2,1,1,1,3,5
38927,16,13,12,14,2,1,1,1,3,5
38927,16,15,7,10,2,1,1,1,3,5
38927,16,22,12,10,1,1,1,1,3,5
38927,16,8,10,12,2,1,1,1,3,5
38927,16,8,12,15,2,1,1,1,3,5
38951,24,26,19,15,2,1,2,1,4,6
38951,43,26,15,18,2,1,2,1,4,6
38951,13,26,15,11,1,1,2,1,4,6
38951,26,31,18,15,2,1,2,1,4,6
38951,24,26,13,11,2,1,2,1,4,6
38951,26,28,15,12,2,1,2,1,4,6
38951,26,24,13,15,1,1,2,1,4,6
38951,31,26,13,15,1,1,2,1,4,6
38951,26,19,15,19,2,1,2,1,4,6
38993,27,36,15,11,1,1,4,1,4,5
38993,27,30,18,15,1,1,4,1,4,5
38993,33,27,15,19,1,1,4,1,4,5
38993,26,27,18,15,2,1,4,1,4,5
38993,27,26,11,15,1,1,4,1,4,5
38993,18,27,17,15,1,1,4,1,4,5
38993,27,43,20,17,1,1,4,1,4,5
38993,27,17,13,15,1,1,4,1,4,5
38993,27,39,15,11,1,1,4,1,4,5
39005,9,11,13,10,2,1,3,2,4,2
39005,9,18,10,7,1,1,3,2,4,2
39005,9,7,10,12,2,1,3,2,4,2
39005,5,9,10,9,1,1,3,2,4,2
39005,9,13,14,12,2,1,3,2,4,2
39005,8,9,10,8,2,1,3,2,4,2
39005,5,9,11,10,1,1,3,2,4,2
39005,11,9,10,12,1,1,3,2,4,2
39005,9,18,10,8,1,1,3,2,4,2
39078,19,27,18,15,1,1,3,2,2,4
39078,27,23,15,17,2,1,3,2,2,4
39078,29,27,13,15,2,1,3,2,2,4
39078,29,27,15,18,2,1,3,2,2,4
39078,27,14,11,15,2,1,3,2,2,4
39078,27,46,18,15,1,1,3,2,2,4
39078,27,21,11,15,2,1,3,2,2,4
39078,29,27,17,21,2,1,3,2,2,4
39078,27,31,15,13,1,1,3,2,2,4
39143,64,61,25,29,1,1,2,2,3,9
39143,61,46,25,32,1,1,2,2,3,9
39143,61,72,25,18,2,1,2,2,3,9
39143,63,61,25,28,1,1,2,2,3,9
39143,61,86,34,29,2,1,2,2,3,9
39143,44,61,25,22,2,1,2,2,3,9
39143,42,61,25,20,2,1,2,2,3,9
39143,61,53,25,30,1,1,2,2,3,9
39143,95,61,19,25,2,1,2,2,3,9
39194,22,18,14,17,1,1,2,1,3,6
39194,18,16,8,12,1,1,2,1,3,6
39194,16,18,12,9,2,1,2,1,3,6
39194,15,18,14,12,2,1,2,1,3,6
39194,18,24,13,12,1,1,2,1,3,6
39194,18,14,12,15,2,1,2,1,3,6
39194,26,18,12,14,2,1,2,1,3,6
39194,18,28,12,9,1,1,2,1,3,6
39194,24,18,11,12,2,1,2,1,3,6
39201,52,61,37,33,1,1,4,2,3,6
39201,26,52,29,22,1,1,4,2,3,6
39201,29,52,38,29,1,1,4,2,3,6
39201,31,52,33,29,1,1,4,2,3,6
39201,52,62,37,29,1,1,4,2,3,6
39201,52,57,29,23,1,1,4,2,3,6
39201,52,50,26,29,2,1,4,2,3,6
39201,52,55,34,29,1,1,4,2,3,6
39201,66,52,23,29,2,1,4,2,3,6
39234,137,144,45,40,1,1,3,2,3,4
39234,151,144,45,58,1,1,3,2,3,4
39234,114,144,50,45,1,1,3,2,3,4
39234,144,150,52,45,2,1,3,2,3,4
39234,144,118,45,58,2,1,3,2,3,4
39234,144,147,57,52,1,1,3,2,3,4
39234,161,144,34,45,1,1,3,2,3,4
39234,144,124,38,45,2,1,3,2,3,4
39234,144,202,45,36,1,1,3,2,3,4
39348,115,153,42,35,1,1,4,2,3,4
39348,115,103,31,35,2,1,4,2,3,4
39348,115,127,35,28,1,1,4,2,3,4
39348,119,115,30,35,1,1,4,2,3,4
39348,115,107,28,35,1,1,4,2,3,4
39348,186,115,35,45,2,1,4,2,3,4
39348,115,107,35,45,1,1,4,2,3,4
39348,115,106,25,30,2,1,4,2,3,4
39348,105,115,43,35,2,1,4,2,3,4
39529,111,125,40,30,1,1,1,2,4,4
39529,111,108,40,45,1,1,1,2,4,4
39529,111,149,53,46,1,1,1,2,4,4
39529,161,111,40,49,2,1,1,2,4,4
39529,55,111,40,29,1,1,1,2,4,4
39529,111,106,40,44,2,1,1,2,4,4
39529,72,111,40,30,1,1,1,2,4,4
39529,111,113,47,40,2,1,1,2,4,4
39529,111,138,40,33,1,1,1,2,4,4
39572,68,42,25,32,2,1,2,1,4,4
39572,68,65,25,28,1,1,2,1,4,4
39572,50,68,25,18,1,1,2,1,4,4
39572,68,72,25,19,1,1,2,1,4,4
39572,68,60,19,25,2,1,2,1,4,4
39572,68,81,28,25,1,1,2,1,4,4
39572,68,87,29,25,1,1,2,1,4,4
39572,68,93,36,29,1,1,2,1,4,4
39572,68,73,25,21,1,1,2,1,4,4
39583,9,12,14,11,1,1,3,2,2,2
39583,9,11,14,12,1,1,3,2,2,2
39583,6,9,14,13,1,1,3,2,2,2
39583,9,6,14,18,2,1,3,2,2,2
39583,18,9,14,16,2,1,3,2,2,2
39583,5,9,14,11,1,1,3,2,2,2
39583,9,8,10,12,2,1,3,2,2,2
39583,9,11,17,14,1,1,3,2,2,2
39583,9,5,14,18,2,1,3,2,2,2
39591,9,5,12,15,1,1,4,1,4,9
39591,8,9,12,11,2,1,4,1,4,9
39591,9,10,15,14,2,1,4,1,4,9
39591,9,5,9,12,1,1,4,1,4,9
39591,5,9,16,12,2,1,4,1,4,9
39591,12,9,10,12,1,1,4,1,4,9
39591,10,9,12,13,1,1,4,1,4,9
39591,13,9,12,15,1,1,4,1,4,9
39591,9,18,12,10,1,1,4,1,4,9
39632,27,30,15,13,1,1,2,1,2,7
39632,24,27,17,15,1,1,2,1,2,7
39632,25,27,15,13,1,1,2,1,2,7
39632,27,44,15,11,1,1,2,1,2,7
39632,17,27,13,9,1,1,2,1,2,7
39632,22,27,15,13,1,1,2,1,2,7
39632,28,27,15,19,1,1,2,1,2,7
39632,27,50,18,15,1,1,2,1,2,7
39632,14,27,18,15,1,1,2,1,2,7
39645,18,12,11,13,2,1,3,2,4,11
39645,18,19,15,13,2,1,3,2,4,11
39645,9,18,15,11,1,1,3,2,4,11
39645,14,18,15,12,1,1,3,2,4,11
39645,21,18,15,17,2,1,3,2,4,11
39645,33,18,15,17,2,1,3,2,4,11
39645,17,18,19,15,2,1,3,2,4,11
39645,18,29,15,12,1,1,3,2,4,11
39645,9,18,18,15,1,1,3,2,4,11
39671,46,67,17,14,1,1,1,1,3,5
39671,65,67,17,13,2,1,1,1,3,5
39671,69,67,15,17,2,1,1,1,3,5
39671,67,84,22,17,1,1,1,1,3,5
39671,98,67,17,21,2,1,1,1,3,5
39671,61,67,21,17,2,1,1,1,3,5
39671,64,67,14,10,2,1,1,1,3,5
39671,67,69,17,14,1,1,1,1,3,5
39671,67,61,17,19,2,1,1,1,3,5
39744,13,9,9,10,1,1,4,1,3,9
39744,10,9,10,13,1,1,4,1,3,9
39744,9,7,8,10,1,1,4,1,3,9
39744,8,9,12,10,2,1,4,1,3,9
39744,12,9,10,12,2,1,4,1,3,9
39744,9,6,9,10,2,1,4,1,3,9
39744,5,9,13,10,1,1,4,1,3,9
39744,15,9,12,14,2,1,4,1,3,9
39744,9,18,10,8,1,1,4,1,3,9
39784,165,168,66,60,1,1,3,1,3,5
39784,260,168,60,74,2,1,3,1,3,5
39784,153,168,60,50,1,1,3,1,3,5
39784,168,178,68,60,1,1,3,1,3,5
39784,131,168,51,41,1,1,3,1,3,5
39784,168,172,60,42,2,1,3,1,3,5
39784,168,123,44,60,1,1,3,1,3,5
39784,244,168,51,60,2,1,3,1,3,5
39784,168,115,60,74,2,1,3,1,3,5
39789,14,16,13,11,1,1,1,2,3,4
39789,32,16,13,15,2,1,1,2,3,4
39789,19,16,11,14,2,1,1,2,3,4
39789,14,16,11,9,1,1,1,2,3,4
39789,11,16,11,9,1,1,1,2,3,4
39789,8,16,12,11,1,1,1,2,3,4
39789,16,26,13,11,1,1,1,2,3,4
39789,16,17,11,10,2,1,1,2,3,4
39789,24,16,8,11,2,1,1,2,3,4
39844,9,8,10,11,2,1,4,1,5,2
39844,5,9,10,7,1,1,4,1,5,2
39844,9,17,13,12,1,1,4,1,5,2
39844,9,6,8,10,2,1,4,1,5,2
39844,5,9,12,10,1,1,4,1,5,2
39844,10,9,9,10,2,1,4,1,5,2
39844,12,9,10,12,2,1,4,1,5,2
39844,14,9,10,12,2,1,4,1,5,2
39844,9,18,10,7,1,1,4,1,5,2
39853,18,9,15,18,2,1,1,2,4,2
39853,18,15,15,17,2,1,1,2,4,2
39853,15,18,15,11,2,1,1,2,4,2
39853,18,22,15,11,1,1,1,2,4,2
39853,18,9,12,15,2,1,1,2,4,2
39853,18,20,18,15,1,1,1,2,4,2
39853,18,36,17,15,1,1,1,2,4,2
39853,18,24,21,17,1,1,1,2,4,2
39853,18,29,15,11,1,1,1,2,4,2
39873,70,73,21,18,1,1,2,1,2,5
39873,47,70,18,14,1,1,2,1,2,5
39873,62,70,18,13,1,1,2,1,2,5
39873,72,70,15,18,2,1,2,1,2,5
39873,72,70,18,21,2,1,2,1,2,5
39873,70,55,18,23,2,1,2,1,2,5
39873,79,70,21,26,2,1,2,1,2,5
39873,70,44,18,22,2,1,2,1,2,5
39873,75,70,16,18,2,1,2,1,2,5
39878,66,52,40,51,2,1,2,1,3,6
39878,52,26,40,48,2,1,2,1,3,6
39878,50,52,40,34,2,1,2,1,3,6
39878,52,54,55,46,2,1,2,1,3,6
39878,46,52,49,40,2,1,2,1,3,6
39878,52,65,44,40,1,1,2,1,3,6
39878,52,39,28,40,2,1,2,1,3,6
39878,75,52,34,40,2,1,2,1,3,6
39878,52,91,40,34,1,1,2,1,3,6
39882,134,67,123,159,2,1,4,2,4,2
39882,67,34,123,136,2,1,4,2,4,2
39882,67,83,123,99,1,1,4,2,4,2
39882,80,67,123,143,2,1,4,2,4,2
39882,67,129,166,141,1,1,4,2,4,2
39882,51,67,123,109,1,1,4,2,4,2
39882,34,67,123,98,1,1,4,2,4,2
39882,67,34,123,157,2,1,4,2,4,2
39882,102,67,98,123,2,1,4,2,4,2
39893,23,27,35,30,2,1,1,2,3,11
39893,14,27,26,17,2,1,1,2,3,11
39893,27,54,39,30,1,1,1,2,3,11
39893,14,27,30,26,1,1,1,2,3,11
39893,14,27,30,24,1,1,1,2,3,11
39893,34,27,23,30,2,1,1,2,3,11
39893,28,27,30,33,2,1,1,2,3,11
39893,27,34,30,24,1,1,1,2,3,11
39893,27,14,30,39,2,1,1,2,3,11
39905,105,99,50,57,2,1,4,2,3,4
39905,144,99,38,50,2,1,4,2,3,4
39905,99,102,50,37,1,1,4,2,3,4
39905,99,112,58,50,1,1,4,2,3,4
39905,88,99,43,30,1,1,4,2,3,4
39905,50,99,50,39,1,1,4,2,3,4
39905,74,99,50,37,1,1,4,2,3,4
39905,95,99,56,50,1,1,4,2,3,4
39905,99,50,50,59,2,1,4,2,3,4
39907,61,32,20,24,2,1,1,2,4,3
39907,32,25,20,26,2,1,1,2,4,3
39907,33,32,23,26,1,1,1,2,4,3
39907,32,20,18,20,2,1,1,2,4,3
39907,43,32,20,25,2,1,1,2,4,3
39907,39,32,16,20,2,1,1,2,4,3
39907,31,32,23,20,1,1,1,2,4,3
39907,30,32,20,14,1,1,1,2,4,3
39907,32,41,20,16,1,1,1,2,4,3
39928,36,24,25,29,2,1,4,1,4,6
39928,18,36,21,14,1,1,4,1,4,6
39928,54,36,19,25,2,1,4,1,4,6
39928,31,36,25,19,2,1,4,1,4,6
39928,36,40,29,25,1,1,4,1,4,6
39928,41,36,25,32,2,1,4,1,4,6
39928,54,36,21,25,2,1,4,1,4,6
39928,33,36,25,19,1,1,4,1,4,6
39928,36,20,25,28,2,1,4,1,4,6
39931,27,23,20,24,2,1,4,2,3,6
39931,14,27,20,14,1,1,4,2,3,6
39931,27,39,26,23,1,1,4,2,3,6
39931,27,26,16,20,1,1,4,2,3,6
39931,14,27,23,20,1,1,4,2,3,6
39931,30,27,17,20,1,1,4,2,3,6
39931,31,27,20,25,2,1,4,2,3,6
39931,45,27,20,23,2,1,4,2,3,6
39931,27,35,20,15,1,1,4,2,3,6
39945,20,22,13,12,1,1,3,1,3,6
39945,20,17,10,12,2,1,3,1,3,6
39945,19,20,10,9,1,1,3,1,3,6
39945,39,20,10,13,2,1,3,1,3,6
39945,20,31,12,10,1,1,3,1,3,6
39945,17,20,10,9,1,1,3,1,3,6
39945,17,20,12,10,1,1,3,1,3,6
39945,20,21,10,7,2,1,3,1,3,6
39945,20,28,10,8,1,1,3,1,3,6
39975,33,36,21,19,2,1,4,1,4,5
39975,50,36,21,25,2,1,4,1,4,5
39975,18,36,25,20,1,1,4,1,4,5
39975,36,55,25,20,1,1,4,1,4,5
39975,36,34,25,28,1,1,4,1,4,5
39975,26,36,25,18,2,1,4,1,4,5
39975,50,36,25,28,2,1,4,1,4,5
39975,36,37,30,25,2,1,4,1,4,5
39975,27,36,32,25,2,1,4,1,4,5
40001,53,54,18,13,2,1,4,2,2,4
40001,52,54,15,13,1,1,4,2,2,4
40001,54,51,18,21,2,1,4,2,2,4
40001,57,54,15,18,2,1,4,2,2,4
40001,65,54,18,22,2,1,4,2,2,4
40001,54,72,18,13,1,1,4,2,2,4
40001,57,54,18,22,2,1,4,2,2,4
40001,27,54,18,15,1,1,4,2,2,4
40001,39,54,20,18,1,1,4,2,2,4
40003,35,58,23,20,1,1,3,2,4,5
40003,58,55,20,25,2,1,3,2,4,5
40003,62,58,15,20,1,1,3,2,4,5
40003,62,58,20,22,1,1,3,2,4,5
40003,58,57,17,20,1,1,3,2,4,5
40003,58,89,26,20,1,1,3,2,4,5
40003,58,47,16,20,2,1,3,2,4,5
40003,60,58,23,29,1,1,3,2,4,5
40003,58,65,20,14,2,1,3,2,4,5
40020,34,18,25,31,2,1,1,2,4,4
40020,18,36,36,29,1,1,1,2,4,4
40020,18,17,25,28,1,1,1,2,4,4
40020,18,21,25,19,2,1,1,2,4,4
40020,18,9,22,25,2,1,1,2,4,4
40020,23,18,25,29,2,1,1,2,4,4
40020,9,18,32,25,1,1,1,2,4,4
40020,18,9,18,25,2,1,1,2,4,4
40020,25,18,20,25,2,1,1,2,4,4
40036,9,5,7,10,2,1,2,2,3,5
40036,9,18,11,10,1,1,2,2,3,5
40036,10,9,8,10,1,1,2,2,3,5
40036,5,9,10,8,1,1,2,2,3,5
40036,9,5,10,13,2,1,2,2,3,5
40036,14,9,10,12,2,1,2,2,3,5
40036,9,10,13,12,2,1,2,2,3,5
40036,9,7,10,12,2,1,2,2,3,5
40036,9,10,10,9,1,1,2,2,3,5
40038,37,18,27,30,2,1,3,1,3,6
40038,43,37,26,30,1,1,3,1,3,6
40038,37,30,25,30,1,1,3,1,3,6
40038,37,73,39,30,1,1,3,1,3,6
40038,32,37,36,30,2,1,3,1,3,6
40038,52,37,30,36,2,1,3,1,3,6
40038,42,37,23,30,1,1,3,1,3,6
40038,18,37,26,19,1,1,3,1,3,6
40038,18,37,38,30,1,1,3,1,3,6
40064,11,13,18,15,1,1,1,2,2,5
40064,11,5,11,15,2,1,1,2,2,5
40064,11,5,15,17,2,1,1,2,2,5
40064,13,11,13,15,2,1,1,2,2,5
40064,10,11,15,12,1,1,1,2,2,5
40064,18,11,15,19,2,1,1,2,2,5
40064,6,11,18,15,1,1,1,2,2,5
40064,22,11,17,21,2,1,1,2,2,5
40064,16,11,12,15,2,1,1,2,2,5
40086,78,79,33,30,2,1,1,1,3,4
40086,78,80,30,22,2,1,1,1,3,4
40086,78,64,30,39,1,1,1,1,3,4
40086,73,78,30,26,2,1,1,1,3,4
40086,68,78,26,19,2,1,1,1,3,4
40086,78,62,25,30,2,1,1,1,3,4
40086,78,90,30,23,1,1,1,1,3,4
40086,78,115,36,30,1,1,1,1,3,4
40086,78,39,30,35,2,1,1,1,3,4
40160,59,60,28,25,2,1,1,2,2,3
40160,110,60,25,31,2,1,1,2,2,3
40160,44,60,30,25,1,1,1,2,2,3
40160,60,99,31,25,1,1,1,2,2,3
40160,66,60,29,36,1,1,1,2,2,3
40160,61,60,20,25,1,1,1,2,2,3
40160,57,60,25,22,1,1,1,2,2,3
40160,60,53,18,25,2,1,1,2,2,3
40160,69,60,20,25,2,1,1,2,2,3
40264,71,63,25,29,2,1,2,2,2,4
40264,63,66,25,18,2,1,2,2,2,4
40264,86,63,29,34,2,1,2,2,2,4
40264,63,49,25,29,2,1,2,2,2,4
40264,55,63,25,19,1,1,2,2,2,4
40264,33,63,29,25,1,1,2,2,2,4
40264,63,56,18,25,1,1,2,2,2,4
40264,65,63,25,28,1,1,2,2,2,4
40264,91,63,19,25,2,1,2,2,2,4
40280,43,54,29,25,1,1,2,2,3,4
40280,61,54,20,25,2,1,2,2,3,4
40280,54,73,28,25,1,1,2,2,3,4
40280,54,50,18,25,2,1,2,2,3,4
40280,54,49,18,25,2,1,2,2,3,4
40280,44,54,31,25,2,1,2,2,3,4
40280,54,56,32,29,2,1,2,2,3,4
40280,66,54,25,31,2,1,2,2,3,4
40280,67,54,22,25,2,1,2,2,3,4
40295,36,20,15,20,2,1,2,1,2,4
40295,56,36,15,20,2,1,2,1,2,4
40295,36,35,18,20,1,1,2,1,2,4
40295,36,38,25,20,2,1,2,1,2,4
40295,33,36,22,20,2,1,2,1,2,4
40295,69,36,20,25,2,1,2,1,2,4
40295,40,36,16,20,1,1,2,1,2,4
40295,24,36,17,15,1,1,2,1,2,4
40295,19,36,24,20,1,1,2,1,2,4
40335,75,70,30,33,1,1,2,1,3,4
40335,70,74,39,35,2,1,2,1,3,4
40335,70,53,30,35,2,1,2,1,3,4
40335,70,73,30,27,2,1,2,1,3,4
40335,70,35,22,30,2,1,2,1,3,4
40335,72,70,30,37,1,1,2,1,3,4
40335,50,70,35,30,1,1,2,1,3,4
40335,70,65,23,30,1,1,2,1,3,4
40335,124,70,22,30,2,1,2,1,3,4
40338,43,22,13,18,2,1,1,2,2,3
40338,35,22,14,18,2,1,1,2,2,3
40338,22,24,21,18,2,1,1,2,2,3
40338,19,22,18,15,2,1,1,2,2,3
40338,22,11,13,18,2,1,1,2,2,3
40338,19,22,22,18,2,1,1,2,2,3
40338,22,20,13,15,2,1,1,2,2,3
40338,22,31,20,18,1,1,1,2,2,3
40338,22,18,18,21,1,1,1,2,2,3
40394,37,38,26,23,2,1,2,1,4,4
40394,37,40,20,15,2,1,2,1,4,4
40394,37,32,17,20,1,1,2,1,4,4
40394,20,37,23,20,1,1,2,1,4,4
40394,33,37,25,20,2,1,2,1,4,4
40394,37,30,16,20,1,1,2,1,4,4
40394,37,43,22,20,1,1,2,1,4,4
40394,37,46,23,20,1,1,2,1,4,4
40394,60,37,16,20,2,1,2,1,4,4
40405,103,97,38,45,1,1,2,1,3,8
40405,114,103,45,51,1,1,2,1,3,8
40405,103,107,45,36,2,1,2,1,3,8
40405,103,96,38,45,1,1,2,1,3,8
40405,103,186,45,35,1,1,2,1,3,8
40405,103,107,50,45,2,1,2,1,3,8
40405,103,88,34,38,1,1,2,1,3,8
40405,63,103,57,45,2,1,2,1,3,8
40405,103,55,45,56,2,1,2,1,3,8
40423,10,20,18,15,1,1,1,1,3,7
40423,20,18,15,17,1,1,1,1,3,7
40423,23,20,11,15,2,1,1,1,3,7
40423,21,20,15,17,1,1,1,1,3,7
40423,20,10,13,15,2,1,1,1,3,7
40423,20,40,18,15,1,1,1,1,3,7
40423,20,10,11,15,2,1,1,1,3,7
40423,23,20,17,19,2,1,1,1,3,7
40423,20,26,15,12,1,1,1,1,3,7
40487,10,11,15,13,2,1,4,2,3,3
40487,6,11,13,9,2,1,4,2,3,3
40487,11,9,15,19,1,1,4,2,3,3
40487,13,11,13,15,1,1,4,2,3,3
40487,22,11,15,19,2,1,4,2,3,3
40487,11,22,15,11,1,1,4,2,3,3
40487,20,11,15,18,1,1,4,2,3,3
40487,5,11,15,11,1,1,4,2,3,3
40487,8,11,18,15,1,1,4,2,3,3
40505,59,56,22,28,1,1,1,2,2,4
40505,59,51,33,39,2,1,1,2,2,4
40505,32,59,33,24,1,1,1,2,2,4
40505,64,59,33,38,1,1,1,2,2,4
40505,119,59,33,42,2,1,1,2,2,4
40505,30,59,33,27,1,1,1,2,2,4
40505,59,65,33,25,1,1,1,2,2,4
40505,62,59,29,33,1,1,1,2,2,4
40505,40,59,40,33,1,1,1,2,2,4
40529,62,63,30,25,2,1,2,1,2,4
40529,115,63,25,31,2,1,2,1,2,4
40529,60,63,31,25,2,1,2,1,2,4
40529,63,72,32,25,2,1,2,1,2,4
40529,66,63,29,31,1,1,2,1,2,4
40529,81,63,19,25,2,1,2,1,2,4
40529,59,63,25,22,2,1,2,1,2,4
40529,63,50,21,25,2,1,2,1,2,4
40529,76,63,22,25,2,1,2,1,2,4
40547,55,109,55,41,2,1,1,1,2,7
40547,55,109,47,34,2,1,1,1,2,7
40547,109,100,55,63,1,1,1,1,2,7
40547,115,109,40,55,1,1,1,1,2,7
40547,154,109,55,67,1,1,1,1,2,7
40547,109,116,55,49,2,1,1,1,2,7
40547,113,109,55,64,1,1,1,1,2,7
40547,67,109,55,45,2,1,1,1,2,7
40547,55,109,70,55,2,1,1,1,2,7
40567,21,42,25,20,1,1,4,2,4,4
40567,40,42,20,17,2,1,4,2,4,4
40567,42,38,17,20,2,1,4,2,4,4
40567,55,42,16,20,2,1,4,2,4,4
40567,42,50,26,20,1,1,4,2,4,4
40567,42,53,26,20,1,1,4,2,4,4
40567,42,41,20,23,1,1,4,2,4,4
40567,49,42,23,26,2,1,4,2,4,4
40567,69,42,15,20,2,1,4,2,4,4
40572,12,11,10,12,1,1,1,1,4,3
40572,16,11,7,10,2,1,1,1,4,3
40572,11,8,7,9,1,1,1,1,4,3
40572,11,10,10,12,1,1,1,1,4,3
40572,8,11,10,8,1,1,1,1,4,3
40572,11,22,10,7,1,1,1,1,4,3
40572,11,9,9,10,2,1,1,1,4,3
40572,11,18,11,10,1,1,1,1,4,3
40572,11,5,10,12,2,1,1,1,4,3
40629,15,14,9,10,2,1,2,1,2,6
40629,29,15,10,12,2,1,2,1,2,6
40629,15,16,10,7,2,1,2,1,2,6
40629,15,12,8,10,2,1,2,1,2,6
40629,15,21,10,8,1,1,2,1,2,6
40629,15,29,13,10,1,1,2,1,2,6
40629,15,11,7,9,2,1,2,1,2,6
40629,14,15,11,10,2,1,2,1,2,6
40629,15,10,10,12,2,1,2,1,2,6
40734,22,26,20,17,1,1,2,1,3,4
40734,15,22,15,11,1,1,2,1,3,4
40734,21,22,18,15,2,1,2,1,3,4
40734,21,22,18,15,2,1,2,1,3,4
40734,22,33,17,15,1,1,2,1,3,4
40734,22,23,15,13,1,1,2,1,3,4
40734,22,15,11,15,2,1,2,1,3,4
40734,22,29,18,15,1,1,2,1,3,4
40734,39,22,12,15,2,1,2,1,3,4
40821,60,56,18,25,1,1,2,1,2,2
40821,65,60,29,33,1,1,2,1,2,2
40821,60,55,25,31,1,1,2,1,2,2
40821,60,65,25,21,2,1,2,1,2,2
40821,89,60,25,29,2,1,2,1,2,2
40821,46,60,32,25,1,1,2,1,2,2
40821,60,63,31,25,2,1,2,1,2,2
40821,51,60,25,20,2,1,2,1,2,2
40821,60,77,25,22,1,1,2,1,2,2
40856,52,36,14,16,2,1,2,1,3,3
40856,36,34,10,12,1,1,2,1,3,3
40856,32,36,12,10,1,1,2,1,3,3
40856,28,36,15,12,1,1,2,1,3,3
40856,36,38,15,12,2,1,2,1,3,3
40856,36,35,12,14,1,1,2,1,3,3
40856,42,36,12,14,2,1,2,1,3,3
40856,36,54,12,9,1,1,2,1,3,3
40856,49,36,10,12,2,1,2,1,3,3
40857,88,91,20,18,1,1,1,1,3,4
40857,101,88,18,21,2,1,1,1,3,4
40857,88,74,14,18,2,1,1,1,3,4
40857,87,88,20,18,2,1,1,1,3,4
40857,89,88,14,18,1,1,1,1,3,4
40857,79,88,18,15,1,1,1,1,3,4
40857,84,88,23,18,2,1,1,1,3,4
40857,88,115,25,21,1,1,1,1,3,4
40857,88,121,18,13,1,1,1,1,3,4
40863,113,176,60,52,1,1,1,2,3,6
40863,113,122,45,40,1,1,1,2,3,6
40863,113,59,38,45,2,1,1,2,3,6
40863,57,113,55,45,1,1,1,2,3,6
40863,101,113,54,45,2,1,1,2,3,6
40863,113,92,32,45,1,1,1,2,3,6
40863,113,119,58,45,2,1,1,2,3,6
40863,113,118,52,45,2,1,1,2,3,6
40863,136,113,35,45,1,1,1,2,3,6
40886,25,26,15,14,1,1,2,1,2,4
40886,27,25,9,12,2,1,2,1,2,4
40886,25,30,15,12,1,1,2,1,2,4
40886,13,25,12,10,1,1,2,1,2,4
40886,25,22,12,15,2,1,2,1,2,4
40886,24,25,12,11,1,1,2,1,2,4
40886,25,20,12,13,2,1,2,1,2,4
40886,25,33,15,12,1,1,2,1,2,4
40886,25,33,12,10,1,1,2,1,2,4
40939,12,11,8,10,1,1,1,1,3,5
40939,14,11,10,13,2,1,1,1,3,5
40939,11,10,9,10,2,1,1,1,3,5
40939,11,6,7,10,2,1,1,1,3,5
40939,11,10,10,11,2,1,1,1,3,5
40939,13,11,12,13,2,1,1,1,3,5
40939,21,11,10,12,2,1,1,1,3,5
40939,6,11,12,10,1,1,1,1,3,5
40939,15,11,8,10,2,1,1,1,3,5
40996,113,81,40,46,1,1,4,2,3,4
40996,81,66,40,44,1,1,4,2,3,4
40996,77,81,40,30,1,1,4,2,3,4
40996,81,95,56,46,1,1,4,2,3,4
40996,67,81,50,40,2,1,4,2,3,4
40996,81,124,49,40,2,1,4,2,3,4
40996,81,45,29,40,1,1,4,2,3,4
40996,84,81,35,40,1,1,4,2,3,4
40996,81,92,40,32,2,1,4,2,3,4
41000,57,45,35,42,2,1,4,2,4,4
41000,54,45,30,34,2,1,4,2,4,4
41000,40,45,36,30,2,1,4,2,4,4
41000,45,90,39,30,1,1,4,2,4,4
41000,34,45,35,30,1,1,4,2,4,4
41000,41,45,30,22,2,1,4,2,4,4
41000,45,23,25,30,2,1,4,2,4,4
41000,51,45,26,30,2,1,4,2,4,4
41000,55,45,24,30,2,1,4,2,4,4
